image_url,caption,image_path,is_valid,image
https://ep1.pinkbike.org/p4pb6973204/p4pb6973204.jpg,all shots by by person and rider shots can be found on his website .,d:\Asus\AIO\Project\Text_Image_Retrieval-Streamlit\client\data\data_multimodal\train\train_10.png,True,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=800x532 at 0x1E9529A6460>
http://2.bp.blogspot.com/-cZpqM2kr2uc/U6v-pnIxM9I/AAAAAAAAaek/OFq7OBbqkv4/s1600/photo-of-a-deer-with-a-wildfire-in-the-background-hd-deer-wallpapers.jpg,photo of a deer and wildfire,d:\Asus\AIO\Project\Text_Image_Retrieval-Streamlit\client\data\data_multimodal\train\train_11.png,True,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=200x200 at 0x1E9529A6B80>
https://i.pinimg.com/736x/72/58/85/725885eeb122262762681543e5be28e1--fast-foods-healthy-foods.jpg,this is real fast food !,d:\Asus\AIO\Project\Text_Image_Retrieval-Streamlit\client\data\data_multimodal\train\train_12.png,True,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=735x688 at 0x1E9529A6C40>
https://us.123rf.com/450wm/artvitdiz/artvitdiz1505/artvitdiz150500153/39598311-safe-deposit-with-money-around-it-on-a-white-background.jpg?ver=6,safe deposit with money around it on a white background photo,d:\Asus\AIO\Project\Text_Image_Retrieval-Streamlit\client\data\data_multimodal\train\train_13.png,True,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=450x450 at 0x1E9529A6880>
http://www.golfeurope.com/photo-galleries/images/preview/39779.jpg,dunes lay the blueprint for the back nine .,d:\Asus\AIO\Project\Text_Image_Retrieval-Streamlit\client\data\data_multimodal\train\train_14.png,True,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=640x427 at 0x1E9529A6340>
http://l7.alamy.com/zooms/7f4ac7c33e5841b6a94a35915e5ca1d7/portrait-of-a-smiling-woman-stroking-her-dog-lying-on-couch-d9g1bc.jpg,portrait of a smiling woman stroking her dog lying on couch,d:\Asus\AIO\Project\Text_Image_Retrieval-Streamlit\client\data\data_multimodal\train\train_15.png,True,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=640x446 at 0x1E9529A6940>
http://l7.alamy.com/zooms/b7385d563da542c2be31a30be3a069a6/young-business-woman-on-a-bench-g0dktp.jpg,young business woman on a bench,d:\Asus\AIO\Project\Text_Image_Retrieval-Streamlit\client\data\data_multimodal\train\train_16.png,True,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=640x447 at 0x1E9529A62B0>
http://img.bleacherreport.net/img/images/photos/003/558/542/hi-res-25da6f4fff0b052f7c72a5af985559ff_crop_north.jpg?h=533&w=800&q=70&crop_x=center&crop_y=top,american football player looks downfield during the second half of a football game against sports team,d:\Asus\AIO\Project\Text_Image_Retrieval-Streamlit\client\data\data_multimodal\train\train_17.png,True,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=800x533 at 0x1E9529A6F40>
http://4.bp.blogspot.com/-NTT96j0rYZ0/U8lsad0ruCI/AAAAAAABBMU/LKmGZp-Hsg8/s1600/funny-animals-117-40.jpg,"funny animals of the week , animal pictures",d:\Asus\AIO\Project\Text_Image_Retrieval-Streamlit\client\data\data_multimodal\train\train_18.png,True,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=600x400 at 0x1E9529A6700>
http://www.brian-coffee-spot.com/wp-content/uploads/wow-slider-plugin/555/images/dsc_0838.jpg,the sign promises as much as the glorious blue sky .,d:\Asus\AIO\Project\Text_Image_Retrieval-Streamlit\client\data\data_multimodal\train\train_19.png,True,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=900x726 at 0x1E9529A6820>
http://l7.alamy.com/zooms/a4197bf168734006b10e02a8bebdd34e/people-tour-and-enjoy-the-high-line-public-park-in-new-york-city-during-ga67w4.jpg,people tour and enjoy the public park during summer,d:\Asus\AIO\Project\Text_Image_Retrieval-Streamlit\client\data\data_multimodal\train\train_20.png,True,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=640x447 at 0x1E9529A6C70>
https://i.pinimg.com/736x/a5/ec/d8/a5ecd8e03c0056d96c49f9c959f2c549--pinup-posters-girl-posters.jpg,interesting 1930 's poster for a cosmetic company with stores .,d:\Asus\AIO\Project\Text_Image_Retrieval-Streamlit\client\data\data_multimodal\train\train_21.png,True,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=536x700 at 0x1E90D1782E0>
http://cdn.newsapi.com.au/image/v1/af347cd6569987c49a71fe05870753c5?width=1024,racecar driver steers his car during video game subject .,d:\Asus\AIO\Project\Text_Image_Retrieval-Streamlit\client\data\data_multimodal\train\train_22.png,True,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=1024x577 at 0x1E90D178C40>
https://us.123rf.com/450wm/olgakorneeva/olgakorneeva1405/olgakorneeva140500007/28403808-vintage-elegant-floral-card-with-frame-decorated-with-black-and-white-lilies-on-a-pink-background-ve.jpg,vintage elegant floral card with frame decorated with black and white lilies on a pink background .,d:\Asus\AIO\Project\Text_Image_Retrieval-Streamlit\client\data\data_multimodal\train\train_23.png,True,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=450x450 at 0x1E90D178100>
https://ak4.picdn.net/shutterstock/videos/18564824/thumb/1.jpg,heavy snow falls over a snow lined river .,d:\Asus\AIO\Project\Text_Image_Retrieval-Streamlit\client\data\data_multimodal\train\train_24.png,True,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=852x480 at 0x1E90DF29280>
https://us.123rf.com/450wm/2dmolier/2dmolier1609/2dmolier160900217/62773498-green-sea-turtle-isolated-on-a-white-background-3d-illustration.jpg?ver=6,green sea turtle isolated on a white background 3d illustration,d:\Asus\AIO\Project\Text_Image_Retrieval-Streamlit\client\data\data_multimodal\train\train_25.png,True,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=450x450 at 0x1E90DF29EE0>
http://i.dailymail.co.uk/i/pix/2017/07/27/17/42B4031600000578-0-image-m-9_1501174323232.jpg,"person , was surprised by the staff",d:\Asus\AIO\Project\Text_Image_Retrieval-Streamlit\client\data\data_multimodal\train\train_26.png,True,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=634x824 at 0x1E90DF298E0>
https://ak6.picdn.net/shutterstock/videos/12263756/thumb/1.jpg,red and white flag on the mast,d:\Asus\AIO\Project\Text_Image_Retrieval-Streamlit\client\data\data_multimodal\train\train_27.png,True,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=852x480 at 0x1E90DF29F10>
http://ichef.bbci.co.uk/onesport/cps/624/cpsprodpb/13A58/production/_89827408_kiss.jpg,football player celebrates scoring for football team against football team in the final,d:\Asus\AIO\Project\Text_Image_Retrieval-Streamlit\client\data\data_multimodal\train\train_28.png,True,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=624x400 at 0x1E90DF29FD0>
http://l7.alamy.com/zooms/b365ec4718354a5bab1eb4413bbb94ae/detroit-michigan-the-vw-cross-coup-gte-concept-plug-in-hybrid-car-ef27pw.jpg,concept plug - in hybrid car on display,d:\Asus\AIO\Project\Text_Image_Retrieval-Streamlit\client\data\data_multimodal\train\train_29.png,True,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=640x447 at 0x1E90DF293D0>
https://s-media-cache-ak0.pinimg.com/736x/0f/ac/65/0fac65de4eac7d72b4dd73a2bb16a46f.jpg,a pencil drawing of a zebra and her baby .,d:\Asus\AIO\Project\Text_Image_Retrieval-Streamlit\client\data\data_multimodal\train\train_30.png,True,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=736x642 at 0x1E90DF29B80>
http://l7.alamy.com/zooms/e163858450394e5aa21b226debd6d01f/sylvester-stallone-jennifer-flavin-and-daughters-the-expendables-2-dmrdh6.jpg,actor and daughters uk premiere held,d:\Asus\AIO\Project\Text_Image_Retrieval-Streamlit\client\data\data_multimodal\train\train_31.png,True,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=640x468 at 0x1E90DF290D0>
"https://image.shutterstock.com/display_pic_with_logo/243661/243661,1275721942,1/stock-vector-a-fine-grainy-vector-pattern-in-black-and-white-54561763.jpg","a fine , grainy vector pattern in black and white .",d:\Asus\AIO\Project\Text_Image_Retrieval-Streamlit\client\data\data_multimodal\train\train_32.png,True,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=450x470 at 0x1E90DF290A0>
https://thumb1.shutterstock.com/display_pic_with_logo/4555627/761692834/stock-photo-seamless-border-of-orange-roses-and-paisley-watercolor-pattern-on-a-white-background-761692834.jpg,"seamless border of orange roses and paisley , pattern on a white background .",d:\Asus\AIO\Project\Text_Image_Retrieval-Streamlit\client\data\data_multimodal\train\train_33.png,True,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=450x470 at 0x1E952061F40>
http://l7.alamy.com/zooms/50937c69ef8f4289a71ef77f1ccf593f/ghana-central-region-komenda-students-in-front-of-a-school-cp4tgf.jpg,students in front of a school,d:\Asus\AIO\Project\Text_Image_Retrieval-Streamlit\client\data\data_multimodal\train\train_34.png,True,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=640x448 at 0x1E952061D90>
https://www.papercitymag.com/wp-content/uploads/2017/06/Menil-40-680x1024.jpg,"museum , opened is among the 20th - century 's most significant buildings .",d:\Asus\AIO\Project\Text_Image_Retrieval-Streamlit\client\data\data_multimodal\train\train_35.png,True,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=680x1024 at 0x1E952061640>
http://l7.alamy.com/zooms/faf62ef929df42f49afde816f043a2a6/fraser-river-as-it-meets-the-pacific-ocean-where-delta-meets-richmond-erk04d.jpg,river as it meets bodies of water where airline meets,d:\Asus\AIO\Project\Text_Image_Retrieval-Streamlit\client\data\data_multimodal\train\train_36.png,True,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=640x447 at 0x1E9520618B0>
https://media.istockphoto.com/photos/young-rock-star-jamming-on-a-guitar-picture-id185283450?k=6&m=185283450&s=612x612&w=0&h=ZRLfgSeOLNpmSH9S9uITPMGYuk7_NxoV136NdgiXoJU=,young rock star jamming on a guitar,d:\Asus\AIO\Project\Text_Image_Retrieval-Streamlit\client\data\data_multimodal\train\train_37.png,True,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=485x612 at 0x1E952061520>
http://l7.alamy.com/zooms/8e24000f1ff244508864657b048b3a8b/a-moored-fishing-boat-viewed-from-bryher-isles-of-scilly-cornwall-b7g5nt.jpg,a moored fishing boat viewed from island .,d:\Asus\AIO\Project\Text_Image_Retrieval-Streamlit\client\data\data_multimodal\train\train_38.png,True,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=640x436 at 0x1E952061400>
https://image.shutterstock.com/z/stock-vector-vector-illustration-of-a-cartoon-lion-head-isolated-on-a-white-background-516650239.jpg,vector illustration of person isolated on a white background,d:\Asus\AIO\Project\Text_Image_Retrieval-Streamlit\client\data\data_multimodal\train\train_39.png,True,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=1500x1600 at 0x1E90D4AEF10>
http://c8.alamy.com/comp/K32RAK/sheep-with-a-black-face-fenced-in-on-a-winter-day-K32RAK.jpg,sheep with a black face fenced in on a winter day,d:\Asus\AIO\Project\Text_Image_Retrieval-Streamlit\client\data\data_multimodal\train\train_40.png,True,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=1300x951 at 0x1E8FF7D3670>
http://l7.alamy.com/zooms/1ff618175b9d44a883c2a6bdf5b28fa1/a-small-park-with-american-flags-and-a-yellow-banner-around-a-tree-acfbd8.jpg,a small park with flags and a yellow banner around a tree in support of troops,d:\Asus\AIO\Project\Text_Image_Retrieval-Streamlit\client\data\data_multimodal\train\train_41.png,True,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=640x436 at 0x1E8FE6C42E0>
https://thumb1.shutterstock.com/display_pic_with_logo/2176973/632286614/stock-vector-isolated-water-glass-on-a-white-background-vector-illustration-632286614.jpg,isolated water glass on a white background,d:\Asus\AIO\Project\Text_Image_Retrieval-Streamlit\client\data\data_multimodal\train\train_42.png,True,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=450x470 at 0x1E8F83B8B80>
https://s-media-cache-ak0.pinimg.com/736x/99/fe/30/99fe30e84fc07f4c4f1d513a267298ef.jpg,"when choosing your new outdoor color palette , opt for something that will enhance your home 's architectural style and give you plenty of curb appeal .",d:\Asus\AIO\Project\Text_Image_Retrieval-Streamlit\client\data\data_multimodal\train\train_43.png,True,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=736x1310 at 0x1E8F83AF8E0>
https://cdn0.weddingwire.co.uk/emp/fotos/8/3/0/3/amy-7_4_108303.png,person at a corporate event,d:\Asus\AIO\Project\Text_Image_Retrieval-Streamlit\client\data\data_multimodal\train\train_44.png,True,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=600x400 at 0x1E9520AC550>
https://media.istockphoto.com/photos/bulldozer-on-a-building-site-picture-id467448303?k=6&m=467448303&s=612x612&w=0&h=4HNBM4KKb6ZmLpF98JWA2_eog44rbKMnfKLqR5W92hg=,bulldozer on a building site,d:\Asus\AIO\Project\Text_Image_Retrieval-Streamlit\client\data\data_multimodal\train\train_45.png,True,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=612x408 at 0x1E9520AC070>
http://jesuitpride.com/images/2017/7/11/Fairfield_Prep_Golf_2017_10_1280x801_.jpg,person finishes at the top,d:\Asus\AIO\Project\Text_Image_Retrieval-Streamlit\client\data\data_multimodal\train\train_46.png,True,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=1280x801 at 0x1E9520AC820>
https://ak1.picdn.net/shutterstock/videos/15389011/thumb/9.jpg,country shape animated on the satellite map of the globe,d:\Asus\AIO\Project\Text_Image_Retrieval-Streamlit\client\data\data_multimodal\train\train_47.png,True,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=852x480 at 0x1E9520ACB20>
https://seekingfelicity.files.wordpress.com/2014/06/p1130733.jpg,paths are clearly marked with signs like this .,d:\Asus\AIO\Project\Text_Image_Retrieval-Streamlit\client\data\data_multimodal\train\train_48.png,True,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=2048x1360 at 0x1E9520619D0>
https://i.pinimg.com/736x/9b/db/ee/9bdbeea03d5b41abf42112e62dffaf17--lexi-thompson-rancho.jpg,putts for birdie on the second hole during the final round of the golf tournament .,d:\Asus\AIO\Project\Text_Image_Retrieval-Streamlit\client\data\data_multimodal\train\train_49.png,True,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=736x1183 at 0x1E8FF777580>
https://ak1.picdn.net/shutterstock/videos/28480321/thumb/1.jpg?i10c=img.resize(height:160),person shot from a cliff looking out at the lake and horizon .,d:\Asus\AIO\Project\Text_Image_Retrieval-Streamlit\client\data\data_multimodal\train\train_50.png,True,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=852x480 at 0x1E9529A63D0>
https://i.pinimg.com/736x/df/dd/9a/dfdd9afbf7e1b6a2e02b470935080fd4--willow-tree-angels-willow-tree-figurines.jpg,sending this angel your way ... it lights the way with it 's tiny candle .,d:\Asus\AIO\Project\Text_Image_Retrieval-Streamlit\client\data\data_multimodal\train\train_51.png,True,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=442x620 at 0x1E9529A67C0>
https://i.pinimg.com/736x/02/0c/af/020caf611d954ec263d1d97b054fa8ae--stockholm-street-style-muse.jpg,i love the colours of her clothes .,d:\Asus\AIO\Project\Text_Image_Retrieval-Streamlit\client\data\data_multimodal\train\train_52.png,True,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=736x1104 at 0x1E8F8376B20>
https://www.carsdir.com/carsphotos/chevrolet-corvette-1966-211995-1.jpg,ask owner for photos of the car,d:\Asus\AIO\Project\Text_Image_Retrieval-Streamlit\client\data\data_multimodal\train\train_53.png,True,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=800x534 at 0x1E8F8376A90>
https://ak7.picdn.net/shutterstock/videos/3682697/thumb/1.jpg,"farm tractor is moving on the field , cultivating land",d:\Asus\AIO\Project\Text_Image_Retrieval-Streamlit\client\data\data_multimodal\train\train_54.png,True,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=852x480 at 0x1E8F8376670>
http://l7.alamy.com/zooms/6ce413683932455f9214da51ef6c8a78/master-playing-with-his-little-golden-retriever-dog-on-the-lawn-bxgte5.jpg,master playing with his little golden retriever dog on the lawn,d:\Asus\AIO\Project\Text_Image_Retrieval-Streamlit\client\data\data_multimodal\train\train_55.png,True,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=640x446 at 0x1E8F8376940>
https://tipsfromashton.files.wordpress.com/2016/10/blog.jpg,year later the small shrubs doubled in size .,d:\Asus\AIO\Project\Text_Image_Retrieval-Streamlit\client\data\data_multimodal\train\train_56.png,True,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=768x912 at 0x1E8F8376CD0>
https://www.thesun.co.uk/wp-content/uploads/2017/01/nintchdbpict000298300836.jpg?strip=all&w=960,"according to the model , she regularly gets told it looks",d:\Asus\AIO\Project\Text_Image_Retrieval-Streamlit\client\data\data_multimodal\train\train_57.png,True,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=960x508 at 0x1E8F8376D90>
https://4.bp.blogspot.com/-cXyu3d6rNLY/WSxxaO_AXXI/AAAAAAAAAfY/6fRZlRd8rBwPE29jXxvUn-vpmRBK_1QewCLcB/s1600/sergio-garcia-angela-akins.jpg,person and the fiancee at their engagement party .,d:\Asus\AIO\Project\Text_Image_Retrieval-Streamlit\client\data\data_multimodal\train\train_58.png,True,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=745x721 at 0x1E8F8376550>
https://www.birthdaywishes.expert/wp-content/uploads/2015/12/Good-night-image-with-puppy-and-quote.jpg,good night id been working like a dog i should be sleeping like a log,d:\Asus\AIO\Project\Text_Image_Retrieval-Streamlit\client\data\data_multimodal\train\train_59.png,True,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=640x640 at 0x1E8F8376A00>
https://acanadianincambodia.files.wordpress.com/2015/10/preah-vihear-day-4-052.jpg,the water was never deeper than your chest .,d:\Asus\AIO\Project\Text_Image_Retrieval-Streamlit\client\data\data_multimodal\train\train_60.png,True,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=6016x4000 at 0x1E8F8376160>
http://l7.alamy.com/zooms/252ec157a42f4615a4c9639a6b1148f1/twilight-over-palazzo-dei-priori-and-the-medieval-town-of-volterra-hfpkxa.jpg,twilight over italian gothic structure and the medieval town,d:\Asus\AIO\Project\Text_Image_Retrieval-Streamlit\client\data\data_multimodal\train\train_61.png,True,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=640x447 at 0x1E8F8376BE0>
https://i.pinimg.com/736x/35/c8/b5/35c8b5737ded3c62498491a79c04a2e0.jpg,"simple custom leather pulls for your dresser , cabinets , or doors .",d:\Asus\AIO\Project\Text_Image_Retrieval-Streamlit\client\data\data_multimodal\train\train_62.png,True,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=542x1024 at 0x1E8F8376190>
http://www.hollowtop.com/journals/Tongue_River_Photos/Sunny_Morning.jpg,sunny woodland morning along river .,d:\Asus\AIO\Project\Text_Image_Retrieval-Streamlit\client\data\data_multimodal\train\train_63.png,True,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=600x450 at 0x1E8F8376C40>
https://i.pinimg.com/736x/d2/0b/7b/d20b7bff927a6d166573414d4ffbf554--dead-zombie-zombie-art.jpg,"person , why u turn me on with your designs ? i believe i will bepinning some more of his work here in a bit .",d:\Asus\AIO\Project\Text_Image_Retrieval-Streamlit\client\data\data_multimodal\train\train_64.png,True,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=476x713 at 0x1E8F8376250>
https://media.istockphoto.com/photos/industrial-plants-in-the-distance-at-night-picture-id479157539?k=6&m=479157539&s=612x612&w=0&h=0EmjeUArhPcd38poc3cqx_bq0-IKvnfh1qhlxCfesM4=,industrial plants in the distance at night,d:\Asus\AIO\Project\Text_Image_Retrieval-Streamlit\client\data\data_multimodal\train\train_65.png,True,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=612x408 at 0x1E8F8376790>
http://l7.alamy.com/zooms/476f507779b646c4b9ae7e3894c76eb8/the-empire-state-building-and-one-world-trade-center-light-up-at-night-fcn345.jpg,building and skyscraper light up at night,d:\Asus\AIO\Project\Text_Image_Retrieval-Streamlit\client\data\data_multimodal\train\train_66.png,True,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=640x447 at 0x1E8F83A5CD0>
https://i.pinimg.com/736x/83/ab/4f/83ab4fbbb6ac094cfad07c94a31bab4d--beautiful-eyes-beautiful-people.jpg,actor is an actor who started out as a lawyer .,d:\Asus\AIO\Project\Text_Image_Retrieval-Streamlit\client\data\data_multimodal\train\train_67.png,True,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=640x871 at 0x1E8F83A5370>
https://i.pinimg.com/736x/58/2a/ec/582aecd2587e4473c761fb75d8612eb6--living-room-green-couches-living-rooms.jpg,color good with green couch in living room ... favorite ... i think maybe a little too peach ?,d:\Asus\AIO\Project\Text_Image_Retrieval-Streamlit\client\data\data_multimodal\train\train_68.png,True,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=682x1024 at 0x1E8F83A5190>
https://ak8.picdn.net/shutterstock/videos/5281628/thumb/1.jpg,tree branches swing at real time with the wind while clouds move fast in time lapse,d:\Asus\AIO\Project\Text_Image_Retrieval-Streamlit\client\data\data_multimodal\train\train_69.png,True,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=852x480 at 0x1E8FF78B790>
http://i.dailymail.co.uk/i/pix/2017/04/24/15/3F8F1B3400000578-4440472-image-a-184_1493045915515.jpg,mirror image : lonely kitten seeks comfort in the form of a cuddly cat,d:\Asus\AIO\Project\Text_Image_Retrieval-Streamlit\client\data\data_multimodal\train\train_70.png,True,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=634x434 at 0x1E90D178A90>
http://c8.alamy.com/comp/K7AFM5/portrait-of-young-mother-and-little-child-brushing-their-teeth-together-K7AFM5.jpg,portrait of young mother and little child brushing their teeth together while standing in the bathroom,d:\Asus\AIO\Project\Text_Image_Retrieval-Streamlit\client\data\data_multimodal\train\train_71.png,True,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=1300x956 at 0x1E90D178070>
http://l7.alamy.com/zooms/d431eb7cc72a4a99a4038d497ebf29b3/the-harbor-of-volendam-a-small-village-in-the-netherlands-bc35b6.jpg,the harbor a small village,d:\Asus\AIO\Project\Text_Image_Retrieval-Streamlit\client\data\data_multimodal\train\train_72.png,True,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=640x440 at 0x1E8FF775A30>
https://coolsandiegosights.files.wordpress.com/2017/03/img_6221z-a-traffic-sign-warns-of-surfers-crossing.jpg?w=660,a traffic sign warns of surfers crossing !,d:\Asus\AIO\Project\Text_Image_Retrieval-Streamlit\client\data\data_multimodal\train\train_73.png,True,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=600x450 at 0x1E8FF775970>
https://media.istockphoto.com/illustrations/greeting-card-with-bright-blue-text-and-abstract-christmas-tree-on-a-illustration-id894741674?k=6&m=894741674&s=612x612&w=0&h=KuDCoptNP1o16yQqxg9zPyeoqdbm2c7-CO_TodYXgug=,greeting card with bright blue text and abstract christmas tree on a white background vector art illustration,d:\Asus\AIO\Project\Text_Image_Retrieval-Streamlit\client\data\data_multimodal\train\train_74.png,True,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=612x612 at 0x1E8FF775A60>
https://i.pinimg.com/736x/de/12/7b/de127bc032b298fed1eadb6cfa2dc074--watercolor-flowers-languages.jpg,such pretty watercolor flowers and can be in any languages,d:\Asus\AIO\Project\Text_Image_Retrieval-Streamlit\client\data\data_multimodal\train\train_75.png,True,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=570x423 at 0x1E8FF775850>
